name,gender,birth_date,country,discipline
KHERBACHE Abdelhak,Male,1995-06-25,Algeria,Wrestling
KHERIS Amira,Female,1999-01-25,Algeria,Canoe Sprint
KHEUN Bunpichmorakat,Female,2006-08-28,Cambodia,Swimming
KHILMANOVICH Aliaksandra,Female,1996-12-14,Belarus,Athletics
KHIYARA Lina,Female,2003-05-29,Morocco,Swimming
KHMARA Igor,Male,1990-03-18,Ukraine,Rowing
KHODDAM-HAZRATI Katrin,Female,1987-01-30,Austria,Equestrian
KHODJAEV Sukhrob,Male,1993-05-21,Uzbekistan,Athletics
KHODOS Sergey,Male,1986-07-14,ROC,Fencing
KHOGALI Esraa,Female,1992-04-26,Sudan,Rowing
KHOJIEVA Farangiz,Female,2001-09-01,Uzbekistan,Judo
KHOKHAR Reena,Female,1993-04-10,India,Hockey
KHOLMURZAEV Shakhboz,Male,1996-02-26,Uzbekistan,Rowing
KHOLOMINA Svetlana,Female,1997-11-09,ROC,Beach Volleyball
KHORAVA Bachana,Male,1993-03-15,Georgia,Athletics
KHOROSHAVTSEVA Olga,Female,1994-08-24,ROC,Wrestling
KHOSA Fikile,Female,1996-07-24,Zambia,Football
KHOTSIANIVSKYI Oleksandr,Male,1990-07-20,Ukraine,Wrestling
KHRAMIANKOU Dzianis,Male,1996-07-10,Belarus,Wrestling
KHRAMTCOV Maksim,Male,1998-01-12,ROC,Taekwondo
KHRAPINA Violetta,Female,1994-03-18,ROC,Fencing
KHUBETSOV Alan,Male,1993-06-29,ROC,Judo
KHUDOYAROVA Roksana,Female,2001-01-30,Uzbekistan,Athletics
KHUDYAKOV Vitaliy,Male,1994-08-07,Kazakhstan,Marathon Swimming
KHUDZENKA Volha,Female,1992-05-12,Belarus,Canoe Sprint
KHURELKHUU Bolortuya,Female,1996-05-03,Mongolia,Wrestling
KHURRAMOV Mukhammadkarim,Male,1997-04-04,Uzbekistan,Judo
KHVORIKOVA Anna,Female,1997-08-30,ROC,Sailing
KHYZHNIAK Oleksandr,Male,1995-08-03,Ukraine,Boxing
KIBIWOT Abraham,Male,1996-04-06,Kenya,Athletics
KIBLER Drew,Male,2000-03-09,United States of America,Swimming
KICHASOVA-SKORYK Mariia,Female,1993-07-20,Ukraine,Canoe Sprint
KICHENOK Liudmyla,Female,1992-07-20,Ukraine,Tennis
KICHENOK Nadiia,Female,1992-07-20,Ukraine,Tennis
KIDA Yumi,Female,1985-06-30,Japan,Marathon Swimming
KIEFER Lee,Female,1994-06-15,United States of America,Fencing
KIEFFER Max,Male,1990-06-25,Germany,Golf
KIEJKO Lynda,Female,1980-09-13,Canada,Shooting
KIELBASINSKA Anna,Female,1990-06-26,Poland,Athletics
KIESENHOFER Anna,Female,1991-02-14,Austria,Cycling Road
KIFLE Aron,Male,1998-02-20,Eritrea,Athletics
KIFLE Goitom,Male,1993-12-03,Eritrea,Athletics
KIGEN Benjamin,Male,1993-07-05,Kenya,Athletics
KIJIMA Moeka,Female,1999-09-02,Japan,Artistic Swimming
KIKI Didier,Male,1995-11-30,Benin,Athletics
KIKUCHI Ryosuke,Male,1990-03-11,Japan,Baseball/Softball
KILTY Richard,Male,1989-09-02,Great Britain,Athletics
KIM Bomi,Female,1998-10-11,Republic of Korea,Shooting
KIM Danbi,Female,1990-02-27,Republic of Korea,Basketball
KIM Dong Seon,Male,1989-05-30,Republic of Korea,Equestrian
KIM Donghyun,Male,1997-06-11,Republic of Korea,Football
KIM Gaeun,Female,1998-02-07,Republic of Korea,Badminton
KIM Gwong Min,Male,1988-04-02,Republic of Korea,Rugby Sevens
KIM Hansol,Male,1995-12-29,Republic of Korea,Artistic Gymnastics
KIM Heejin,Female,1991-04-29,Republic of Korea,Volleyball
KIM Hyeseong,Male,1999-01-27,Republic of Korea,Baseball/Softball
KIM Hyojoo,Female,1995-07-14,Republic of Korea,Golf
KIM Hyunsoo,Male,1988-01-12,Republic of Korea,Baseball/Softball
KIM Hyunsoo,Male,1988-11-08,Republic of Korea,Rugby Sevens
KIM Jaewoo,Male,1998-02-06,Republic of Korea,Football
KIM Je Deok,Male,2004-04-12,Republic of Korea,Archery
KIM Jingyu,Male,1997-02-24,Republic of Korea,Football
KIM Jinuk,Male,2002-07-05,Republic of Korea,Baseball/Softball
KIM Jinya,Male,1998-06-30,Republic of Korea,Football
KIM Jisu,Female,2000-12-12,Republic of Korea,Judo
KIM Jiyeon,Female,1988-03-12,Republic of Korea,Fencing
KIM Jung Eun,Female,1987-09-07,Republic of Korea,Basketball
KIM Junghwan,Male,1983-09-02,Republic of Korea,Fencing
KIM Junho,Male,1994-05-26,Republic of Korea,Fencing
KIM Minjong,Male,2000-09-01,Republic of Korea,Judo
KIM Minjung,Female,1997-03-26,Republic of Korea,Shooting
KIM Minseok,Male,1993-02-09,Republic of Korea,Wrestling
KIM Minwoo,Male,1995-07-25,Republic of Korea,Baseball/Softball
KIM Mose,Male,1998-11-30,Republic of Korea,Shooting
KIM Nam Uk,Male,1990-02-05,Republic of Korea,Rugby Sevens
KIM Sangdo,Male,1987-05-29,Republic of Korea,Shooting
KIM Sehee,Female,1995-11-28,Republic of Korea,Modern Pentathlon
KIM Sei Young,Female,1993-01-21,Republic of Korea,Golf
KIM Seongyeon,Female,1991-04-16,Republic of Korea,Judo
KIM Seoyeong,Female,1994-03-17,Republic of Korea,Swimming
KIM Si Woo,Male,1995-06-28,Republic of Korea,Golf
KIM Soyeong,Female,1992-07-09,Republic of Korea,Badminton
KIM Su Ji,Female,1987-07-11,Republic of Korea,Volleyball
KIM Suhyeon,Female,1995-02-06,Republic of Korea,Weightlifting
KIM Suji,Female,1998-02-16,Republic of Korea,Diving
KIM Sunwoo,Female,1996-10-07,Republic of Korea,Modern Pentathlon
KIM Won Jin,Male,1992-05-01,Republic of Korea,Judo
KIM Woojin,Male,1992-06-20,Republic of Korea,Archery
KIM Woomin,Male,2001-08-24,Republic of Korea,Swimming
KIM Yeon Koung,Female,1988-02-26,Republic of Korea,Volleyball
KIM Yeongnam,Male,1996-01-29,Republic of Korea,Diving
KIM Yeongtaek,Male,2001-08-24,Republic of Korea,Diving


KIMELI Isaac,Male,1994-03-09,Belgium,Athletics
KIMELI Nicholas Kipkorir,Male,1998-09-29,Kenya,Athletics
KIMMANN Niek,Male,1996-05-20,Netherlands,Cycling BMX Racing
KIMURA Ayako,Female,1988-06-11,Japan,Athletics
KINA Antoine Sylvain T,Male,1996-02-13,Belgium,Hockey
KINASH Kirsten,Female,1998-05-30,Australia,Artistic Swimming
KINCAID William,Male,1992-09-21,United States of America,Athletics
KINDERIS Justinas,Male,1987-05-24,Lithuania,Modern Pentathlon
KINDLER Antoni Pawel,Male,1988-05-16,Canada,Hockey
KINDZERSKA Iryna,Female,1991-06-13,Azerbaijan,Judo
KING David,Male,1994-06-13,Great Britain,Athletics
KING Joel,Male,2000-10-30,Australia,Football
KING Julia,Female,1992-12-08,New Zealand,Hockey
KING Lilly,Female,1997-02-10,United States of America,Swimming
KING Sarah,Female,1996-06-20,Switzerland,Athletics
KINGMA Maya,Female,1995-09-08,Netherlands,Triathlon
KINGUE MATAM Bernardin,Male,1990-05-20,France,Weightlifting
KINNUNEN Jarkko,Male,1984-01-19,Finland,Athletics
KINONO Phillip,Male,1997-12-10,Marshall Islands,Swimming
KINOSHITA Momoka,Female,2003-03-02,Japan,Football
KINSELLA Alice,Female,2001-03-13,Great Britain,Artistic Gymnastics
KINSEY Erika,Female,1988-03-10,Sweden,Athletics
KINSINGER Etienne,Male,1996-09-08,Germany,Wrestling
KINSLER Ian,Male,1982-06-22,Israel,Baseball/Softball
KIPCHOGE Eliud,Male,1984-11-05,Kenya,Athletics
KIPLIMO Jacob,Male,2000-11-14,Uganda,Athletics
KIPRONO Sharon Chepchumba,Female,1998-10-26,Kenya,Volleyball
KIPROTICH Stephen,Male,1989-02-27,Uganda,Athletics
KIPRUTO Amos,Male,1992-09-16,Kenya,Athletics
KIPRUTO Rhonex,Male,1999-10-12,Kenya,Athletics
KIPSANG Abel,Male,1996-11-22,Kenya,Athletics
KIPYEGO Sally,Female,1985-12-19,United States of America,Athletics
KIPYEGON Faith,Female,1994-01-10,Kenya,Athletics

KIRCHMANN Leah,Female,1990-06-30,Canada,Cycling Road
KIRIAKE Teruko,Female,1996-11-06,Japan,Canoe Sprint
KIRISHITA Yoshiki,Male,1998-12-27,Japan,Hockey
KIRKHAM Shaun,Male,1992-07-24,New Zealand,Rowing
KIRKPATRICK James Alexander Paget,Male,1991-03-29,Canada,Hockey
KIRPICHNIKOVA Anastasiia,Female,2000-06-24,ROC,Marathon Swimming
KIRPICHNIKOVA Anastasiia,Female,2000-06-24,ROC,Swimming
KIRPU Erika,Female,1992-06-22,Estonia,Fencing
KIRSANOVA Viktoria,Female,1998-10-29,ROC,Cycling Mountain Bike
KIRSHE Kristi,Female,1994-10-14,United States of America,Rugby Sevens
KIRUI Purity,Female,1991-08-13,Kenya,Athletics
KIRYAKOVA Stefani,Female,2001-01-05,Bulgaria,Rhythmic Gymnastics
KIRYU Yoshihide,Male,1995-12-15,Japan,Athletics
KISFALUDY Anett,Female,1990-08-31,Hungary,Handball
KISHI Daiki,Male,1994-09-22,Japan,Trampoline Gymnastics
KISHIMOTO Niina,Female,1995-11-30,Japan,Triathlon
KISIL Yuri,Male,1995-09-18,Canada,Swimming
KISS Nikoletta,Female,1996-07-23,Hungary,Handball
KISSA Stephen,Male,1995-12-01,Uganda,Athletics
KISTOHURRY Samuel,Male,1995-02-01,France,Boxing
KIT Kristen,Female,1988-08-18,Canada,Rowing
KIT Tetyana,Female,1994-09-01,Ukraine,Wrestling
KITA Sumire,Female,2001-01-11,Japan,Rhythmic Gymnastics
KITAGUCHI Haruka,Female,1998-03-16,Japan,Athletics
KITAHARA Hiroyuki,Male,1971-09-13,Japan,Equestrian
KITAJIMA Ryuzo,Male,1985-10-23,Japan,Equestrian
KITAMURA Nanami,Female,1999-11-25,Japan,Football
KITATA Shura,Male,1996-06-09,Ethiopia,Athletics


KITITHARAKUL Jongkolphan,Female,1993-03-01,Thailand,Badminton
KITTEL Patrik,Male,1976-06-10,Sweden,Equestrian
KITTS Wesley Brian,Male,1990-05-22,United States of America,Weightlifting
KITWANITSATHIAN Chutikan,Female,1998-10-09,Thailand,Cycling BMX Racing
KIVIOJA Kaidi,Female,1993-02-23,Estonia,Triathlon
KIVLEHAN Patrick,Male,1989-12-22,United States of America,Baseball/Softball
KIYANI CHANDEH Nahid,Female,1998-08-01,Islamic Republic of Iran,Taekwondo
KIYENG Hyvin,Female,1992-01-13,Kenya,Athletics
KIYOHARA Nayu,Female,1991-05-01,Japan,Baseball/Softball
KIYUNA Ryo,Male,1990-07-12,Japan,Karate
KJAER Emil,Male,1999-12-20,Denmark,Athletics
KLAMER Rachel,Female,1990-10-08,Netherlands,Triathlon
KLAMMERT David,Male,1994-04-09,Czech Republic,Judo
KLAVER Lieke,Female,1998-08-20,Netherlands,Athletics
KLECKER Joe,Male,1996-11-16,United States of America,Athletics

KLEIN Hanna,Female,1993-04-06,Germany,Athletics
KLEIN Lisa,Female,1996-07-15,Germany,Cycling Road
KLEIN Lisa,Female,1996-07-15,Germany,Cycling Track
KLEIN Luis,Male,1999-01-06,Germany,Fencing
KLEIN Lukas,Male,1998-03-22,Slovakia,Tennis
KLESHCHENKO Evgeny,Male,1992-01-16,ROC,Cycling BMX Racing
KLEVANOVICH Elizaveta,Female,2001-03-22,ROC,Swimming
KLIKOVAC Andrea,Female,1991-05-05,Montenegro,Handball
KLIMKAIT Jessica,Female,1996-12-31,Canada,Judo
KLIMOVA Diana,Female,1996-10-08,ROC,Cycling Track
KLIMOVICH Tatsiana,Female,1995-01-19,Belarus,Rowing
KLINEMAN Alix,Female,1989-12-30,United States of America,Beach Volleyball
KLINGLER Petra,Female,1992-02-14,Switzerland,Sport Climbing
KLISHINA Darya,Female,1991-01-15,ROC,Athletics
KLIUKA Egor,Male,1995-06-15,ROC,Volleyball
KLOSTER Line,Female,1990-02-27,Norway,Athletics
KLOSTERHALFEN Konstanze,Female,1997-02-18,Germany,Athletics
KLUGE Roger,Male,1986-02-05,Germany,Cycling Track
KLUJBER Katrin Gitta,Female,1999-04-21,Hungary,Handball
KLUVER FERREIRA Felipe,Male,2000-06-07,Uruguay,Rowing
KLYMETS Iryna,Female,1994-10-04,Ukraine,Athletics
KLYMYUK Kateryna,Female,1995-06-02,Ukraine,Athletics
KNAB Ruben,Male,1988-02-19,Netherlands,Rowing
KNABL Alois,Male,1992-05-16,Austria,Triathlon
KNAPIK-MIAZGA Renata,Female,1988-07-15,Poland,Fencing
KNEISKY Morgan,Male,1987-08-31,France,Cycling Track
KNEWSTUBB Andrew,Male,1995-09-14,New Zealand,Rugby Sevens
KNIBB Taylor,Female,1998-02-14,United States of America,Triathlon
KNIGHT Jessie,Female,1994-06-15,Great Britain,Athletics
KNIGHT Josie,Female,1997-03-29,Great Britain,Cycling Track
KNIGHT Justyn,Male,1996-07-19,Canada,Athletics
KNIGHTON Erriyon,Male,2004-01-29,United States of America,Athletics
KNIGHT-WISDOM Yona,Male,1995-05-12,Jamaica,Diving
KNIPPING Arjan,Male,1994-08-01,Netherlands,Swimming
KNOLL Anabel,Female,1996-04-10,Germany,Triathlon
KNORR Juri,Male,2000-05-09,Germany,Handball
KNOTT Kristina Marie,Female,1995-09-25,Philippines,Athletics
KNOX Bronwen,Female,1986-04-16,Australia,Water Polo
KNOX Finlay,Male,2001-01-08,Canada,Swimming
KNUPPEL ARTAGAVEYTIA Dominique,Female,1993-07-11,Uruguay,Sailing
KNYSTAUTAS Mantas,Male,1994-05-20,Lithuania,Wrestling
KO Jin Young,Female,1995-07-07,Republic of Korea,Golf
KO Lydia,Female,1997-04-24,New Zealand,Golf
KO Youngpyo,Male,1991-09-16,Republic of Korea,Baseball/Softball
KOALA Marthe,Female,1994-03-08,Burkina Faso,Athletics
KOBATA Mako,Female,1992-08-15,Japan,Volleyball
KOBAYASHI Yuka,Female,1994-01-18,Japan,Cycling Track
KOBLOVA Valeria,Female,1992-10-09,ROC,Wrestling
KOBORI Waka,Female,2000-08-10,Japan,Swimming
KOBRICH Kristel,Female,1985-08-09,Chile,Swimming
KOBUS-ZAWOJSKA Agnieszka,Female,1990-08-28,Poland,Rowing
KOBZAR Igor,Male,1991-04-13,ROC,Volleyball
KOCH Marc,Male,1994-05-24,Germany,Athletics
KOCH Marco,Male,1990-01-25,Germany,Swimming
KOCH Sophie,Female,1997-10-04,Germany,Canoe Sprint
KOCHANOWSKI Jakub,Male,1997-07-17,Poland,Volleyball
KOCHER Fabienne,Female,1993-06-13,Switzerland,Judo
KOCHESOK Susana,Female,1995-02-25,ROC,Trampoline Gymnastics
KOCHHANN Raquel,Female,1992-10-06,Brazil,Rugby Sevens
KOCHMAN Li,Male,1995-04-18,Israel,Judo
KOCINA Anete,Female,1996-02-05,Latvia,Athletics
KODAMA Mei,Female,1999-06-08,Japan,Athletics
KODIROVA Raykhona,Female,1993-11-10,Uzbekistan,Boxing
KODISANG Kobamelo,Male,1999-08-28,South Africa,Football
KOECH John,Male,1995-08-23,Bahrain,Athletics
KOECHLIN Thomas,Male,1991-10-04,Switzerland,Canoe Slalom
KOENDERS Joanne,Female,1997-02-28,Netherlands,Water Polo
KOEPFER Dominik,Male,1994-04-29,Germany,Tennis
KOERSTZ MADSEN Nanna,Female,1994-10-23,Denmark,Golf
KOGA Sarina,Female,1996-05-21,Japan,Volleyball
KOHLBACHER Jannik,Male,1995-07-19,Germany,Handball
KOHLER Kara,Female,1991-01-20,United States of America,Rowing
KOHLER Sarah,Female,1994-06-20,Germany,Swimming
KOHLHOFF Paul,Male,1995-06-26,Germany,Sailing
KOHLSCHREIBER Philipp,Male,1983-10-16,Germany,Tennis
KOIDE Mifuyu,Female,1995-12-21,Japan,Rugby Sevens
KOIDE Miku,Female,1992-05-21,Japan,Water Polo
KOIKE Yuki,Male,1995-05-13,Japan,Athletics
KOIZUMI Ibuki,Male,1996-09-01,Japan,Sailing
KOJIC Frane Tomislav,Male,1992-01-08,Croatia,Table Tennis
KOK SHUN Alicia,Female,2004-11-20,Mauritius,Swimming
KOK Tevin Michael,Male,1996-10-20,South Africa,Hockey
KOKAURI Ushangi,Male,1992-01-10,Azerbaijan,Judo
KOKHAN Mykhaylo,Male,2001-01-22,Ukraine,Athletics
KOKKALANIS Byron,Male,1985-08-19,Greece,Sailing
KOKUMAI Sakura,Female,1992-10-02,United States of America,Karate
KOLAK Sara,Female,1995-06-22,Croatia,Athletics
KOLASINAC Asmir,Male,1984-10-15,Serbia,Athletics
KOLESNICHENKO Svetlana,Female,1993-09-20,ROC,Artistic Swimming
KOLESNIKOV Kliment,Male,2000-07-09,ROC,Swimming
KOLIADENKO Iryna,Female,1998-08-28,Ukraine,Wrestling
KOLJONEN Kalle,Male,1994-02-26,Finland,Badminton
KOLO MUANI Randal,Male,1998-12-05,France,Football
KOLOBOVA Violetta,Female,1991-07-27,ROC,Fencing
KOLODIY Oleg,Male,1993-03-16,Ukraine,Diving
KOLODZINSKI Pawel,Male,1988-01-07,Poland,Sailing
KOLOMVOS Christodoulos,Male,1988-10-26,Greece,Water Polo
KOLOTHUM THODI Irfan,Male,1990-02-08,India,Athletics
KOLOZSVARY Mark,Male,1995-09-04,United States of America,Baseball/Softball
KOMAR Polina,Female,1999-11-04,ROC,Artistic Swimming
KOMINAMI Takuto,Male,1995-07-26,Japan,Athletics
KOMISSAROV Sergei,Male,1987-12-03,ROC,Sailing
KONANYKHINA Anna,Female,2004-09-10,ROC,Diving
KONDE Nassira,Female,1999-07-30,France,Rugby Sevens
KONDIROLLI Olt,Male,2003-01-14,Kosovo,Swimming

KONDO YOSHIDA Ai,Female,1980-11-05,Japan,Sailing
KONDOH Kensuke,Male,1993-08-09,Japan,Baseball/Softball
KONDRATEV Ilya,Male,1990-03-27,ROC,Rowing
KONDRICZ Kata,Female,1998-07-16,Hungary,Fencing
KONG Heeyong,Female,1996-12-11,Republic of Korea,Badminton
KONG Man Wai Vivian,Female,1994-02-08,"Hong Kong, China",Fencing
KONIECZEK Alicja,Female,1994-11-02,Poland,Athletics
KONIECZEK Aneta,Female,1997-06-08,Poland,Athletics
KONING Josine,Female,1995-09-02,Netherlands,Hockey
KONISHI Anna,Female,1996-05-10,Japan,Swimming
KONNAI Mitsunori,Male,1996-03-14,Japan,Weightlifting

KONOTOP Kamila,Female,2001-03-23,Ukraine,Weightlifting
KONRAD Patrick,Male,1991-10-13,Austria,Cycling Road
KONSTANTINOU Dimitris,Male,1988-06-08,Cyprus,Shooting
KONTAVEIT Anett,Female,1995-12-24,Estonia,Tennis
KONTIDES Pavlos,Male,1990-02-11,Cyprus,Sailing
KOOLEN Sanne Anne Leonie,Female,1996-03-23,Netherlands,Hockey
KOOLHAAS Ilse,Female,1997-06-11,Netherlands,Water Polo
KOOLHOF Wesley,Male,1989-04-17,Netherlands,Tennis
KOP Lize,Female,1998-03-17,Netherlands,Football
KOPASZ Balint,Male,1997-06-20,Hungary,Canoe Sprint
KOPECKY Lotte,Female,1995-11-10,Belgium,Cycling Road
KOPECKY Lotte,Female,1995-11-10,Belgium,Cycling Track
KOPP Leo,Male,1998-05-23,Germany,Athletics
KOPPU Harukiirario,Male,1998-12-28,Japan,Water Polo
KOPRON Malwina,Female,1994-11-16,Poland,Athletics
KORA Salome,Female,1994-06-08,Switzerland,Athletics
KORAKAKI Anna,Female,1996-04-08,Greece,Shooting
KORBAJ BARRERA Nalek,Male,1995-10-08,Venezuela,Boxing
KORDA Jessica,Female,1993-02-27,United States of America,Golf
KORDA Nelly,Female,1998-07-28,United States of America,Golf
KORETZKY Victor,Male,1994-08-26,France,Cycling Mountain Bike
KORIR Emmanuel Kipkurui,Male,1995-06-15,Kenya,Athletics
KORKMAZ Salih,Male,1997-01-01,Turkey,Athletics
KOROBEYNIKOVA Larisa,Female,1987-03-26,ROC,Fencing
KOROKNAI Mate,Male,1993-01-13,Hungary,Athletics
KOROLEVA Irina,Female,1991-10-04,ROC,Volleyball
KOROSTYLOV Pavlo,Male,1997-11-05,Ukraine,Shooting
KORPASI Balint,Male,1987-03-30,Hungary,Wrestling
KORREL Michael,Male,1994-02-27,Netherlands,Judo
KORSTANJE Nyls,Male,1999-02-05,Netherlands,Swimming
KORTE Annimari,Female,1988-04-08,Finland,Athletics
KORZENIOWSKI Pawel,Male,1985-07-09,Poland,Swimming
KOS Hubert,Male,2003-03-28,Hungary,Swimming
KOSETSKAYA Evgeniya,Female,1994-12-16,ROC,Badminton
KOSGEI Brigid,Female,1994-02-20,Kenya,Athletics
KOSONEN Silja,Female,2002-12-16,Finland,Athletics
KOSTADINOVA Antoaneta,Female,1986-01-17,Bulgaria,Shooting
KOSTELECKY David,Male,1975-05-12,Czech Republic,Shooting
KOSTERINA Tatyana,Female,1977-07-17,ROC,Equestrian
KOSTEVYCH Olena,Female,1985-04-14,Ukraine,Shooting
KOSZEWSKA Karolina,Female,1982-01-07,Poland,Boxing
KOTSOIEV Zelym,Male,1998-08-09,Azerbaijan,Judo
KOU Lei,Male,1987-11-20,Ukraine,Table Tennis
KOUAME Christian,Male,1997-12-06,Côte d'Ivoire,Football
KOUAO Koffi,Male,1998-05-20,Côte d'Ivoire,Football
KOUASSI Eboue,Male,1997-12-13,Côte d'Ivoire,Football
KOUDINOV Mikhail,Male,1991-06-23,New Zealand,Artistic Gymnastics
KOUMA Sebastien,Male,1997-04-27,Mali,Swimming
KOUMI EL NOUR Sadam Suliman,Male,1994-04-06,Sudan,Athletics
KOUNTA Muhammad,Male,1994-10-27,France,Athletics
KOUTSOYANOPULOS Giulia,Female,2002-01-04,Italy,Baseball/Softball
KOVACOCY Marian,Male,1984-09-17,Slovakia,Shooting
KOVACS Barbara,Female,1993-07-26,Hungary,Athletics
KOVACS Benedek,Male,1998-05-18,Hungary,Swimming
KOVACS Joe,Male,1989-06-28,United States of America,Athletics
KOVACS Sarolta,Female,1991-03-12,Hungary,Modern Pentathlon
KOVACS Zsofia,Female,2000-04-06,Hungary,Artistic Gymnastics
KOVACS Zsofia,Female,1988-02-07,Hungary,Triathlon
KOVACSICS Aniko,Female,1991-08-29,Hungary,Handball
KOVALOV Stanislav,Male,1991-08-20,Ukraine,Rowing
KOVAR Jiri,Male,1989-04-10,Italy,Volleyball
KOVTUN Illia,Male,2003-08-10,Ukraine,Artistic Gymnastics
KOWALCZUK Aleksandra,Female,1996-12-18,Poland,Taekwondo
KOWALCZYK Julia,Female,1997-09-30,Poland,Judo
KOWALSKI Jerzy,Male,1988-02-23,Poland,Rowing
KOWALUK Dariusz,Male,1996-04-16,Poland,Athletics
KOWPLOS Katarina Rose,Female,2001-10-05,Australia,Shooting
KOZAK Danuta,Female,1987-01-11,Hungary,Canoe Sprint
KOZAK Luca,Female,1996-06-01,Hungary,Athletics
KOZAKIEWICZ Jan,Male,1996-02-24,Poland,Swimming
KOZENIESKY Lucas,Male,1995-05-31,United States of America,Shooting
KOZIK Yulia,Female,1997-02-17,ROC,3x3 Basketball
KOZMA Dominik,Male,1991-04-10,Hungary,Swimming
KOZOROG Alja,Female,1996-12-17,Slovenia,Canoe Slalom
KOZUBEK Matej,Male,1996-05-11,Czech Republic,Marathon Swimming
KOZUCH Margareta,Female,1986-10-30,Germany,Beach Volleyball
KOZUKA Miki,Female,1996-01-13,Japan,Hockey
KOZUL Deni,Male,1997-03-18,Slovenia,Table Tennis
KOZYREV Sergei,Male,2002-09-18,ROC,Wrestling
KRAFZIK Carolina,Female,1995-03-27,Germany,Athletics
KRAJEWSKI Julia,Female,1988-10-22,Germany,Equestrian
KRAJICEK Austin,Male,1990-06-16,United States of America,Tennis
KRAJISNIK Tina,Female,1991-01-12,Serbia,Basketball
KRALJEV Milka,Female,1982-11-08,Argentina,Rowing
KRAMARENKO Yana,Female,2002-06-11,Israel,Rhythmic Gymnastics
KRAMER Andreas,Male,1997-04-13,Sweden,Athletics
KRAMER Mathilde U.,Female,1993-03-15,Denmark,Athletics
KRAMPL Mia,Female,2000-07-21,Slovenia,Sport Climbing
KRASILNIKOV Viacheslav,Male,1991-04-28,ROC,Beach Volleyball
KRASKA Jakub,Male,2000-04-19,Poland,Swimming
KRASNIQI Distria,Female,1995-12-10,Kosovo,Judo
KRASNYKH Aleksandr,Male,1995-06-19,ROC,Swimming
KRASTEVA Stoyka Zhelyazkova,Female,1985-09-18,Bulgaria,Boxing
KRAUSE Gesa Felicitas,Female,1992-08-03,Germany,Athletics
KRAUSZ Gergely,Male,1993-12-25,Hungary,Badminton
KRAUT Laura,Female,1965-11-14,United States of America,Equestrian
KRAVCENOKA Anastasija,Female,1997-01-19,Latvia,Beach Volleyball
KRAVCHENKO Zoya,Female,1999-05-24,Kazakhstan,Shooting
KRAWIETZ Kevin,Male,1992-01-24,Germany,Tennis
KREISS Fanni,Female,1989-04-12,Hungary,Fencing
KREJCIKOVA Barbora,Female,1995-12-18,Czech Republic,Tennis
KRETZ Amelie,Female,1993-05-19,Canada,Triathlon
KRIMI Khadija,Female,1995-08-18,Tunisia,Rowing
KRISHAN Vikas,Male,1992-02-10,India,Boxing
KRISTIANSEN Veronica,Female,1990-07-10,Norway,Handball
KRITININA Natalya,Female,2001-01-06,Uzbekistan,Swimming
KRIZSAN Xenia,Female,1993-01-13,Hungary,Athletics
KROEGER Mieke,Female,1993-07-18,Germany,Cycling Track
KROMMENHOEK Guillaume,Male,1992-07-11,Netherlands,Rowing
KROMOWIDJOJO Ranomi,Female,1990-08-20,Netherlands,Swimming
KROPPEN Michelle,Female,1996-04-19,Germany,Archery
KRPALEK Lukas,Male,1990-11-15,Czech Republic,Judo
KRSEK Matej,Male,2000-05-13,Czech Republic,Athletics
KRSSAKOVA Magdalena,Female,1994-03-03,Austria,Judo
