name,gender,birth_date,country,discipline
JAMSHIDIJAFARABADI Mohammad,Male,1991-07-30,Islamic Republic of Iran,Basketball
JANCARIK Lubomir,Male,1987-08-17,Czech Republic,Table Tennis
JANCIONIS Dominykas,Male,1993-02-28,Lithuania,Rowing
JANDARD Alexis,Male,1997-04-23,France,Diving
JANEWATTANANOND Jazz,Male,1995-11-26,Thailand,Golf
JANEZIC Luka,Male,1995-11-14,Slovenia,Athletics
JANG Jeongmin,Male,1994-11-10,Republic of Korea,Rugby Sevens
JANG Jun,Male,2000-04-16,Republic of Korea,Taekwondo
JANG Minhee,Female,1999-04-05,Republic of Korea,Archery
JANG Seongmin,Male,1992-08-22,Republic of Korea,Rugby Sevens
JANG Woojin,Male,1995-09-10,Republic of Korea,Table Tennis
JANICKOVA Barbora,Female,2000-05-01,Czech Republic,Swimming
JANKUNAS Julieta,Female,1999-01-20,Argentina,Hockey
JANOGY Madelen,Female,1995-11-12,Sweden,Football
JANSEN Inge,Female,1994-06-02,Netherlands,Diving
JANSEN Renate,Female,1990-12-07,Netherlands,Football
JANSIK Szilard,Male,1994-04-06,Hungary,Water Polo
JANSSEN Dominique,Female,1995-01-17,Netherlands,Football
JANSSEN Inge,Female,1989-04-20,Netherlands,Rowing
JANSSEN Jip,Male,1997-10-14,Netherlands,Hockey
JANSSENS Hillary,Female,1994-07-21,Canada,Rowing
JANUARY Shakira,Female,2002-11-15,South Africa,Water Polo
JANURIK Kinga,Female,1991-11-06,Hungary,Handball
JANY Patrik,Male,1997-07-29,Slovakia,Shooting
JAQUET Sabrina,Female,1987-06-21,Switzerland,Badminton
JARAMILLO Karla,Female,1997-01-21,Ecuador,Athletics
JARECKA Aleksandra,Female,1995-10-11,Poland,Fencing
JARMOLINSKA Aleksandra,Female,1990-09-06,Poland,Shooting
JARUDD Emil,Male,1998-04-27,Sweden,Sailing
JARVIS Calum,Male,1992-05-12,Great Britain,Swimming
JASINSKI Daniel,Male,1989-08-05,Germany,Athletics
JASIUNAITE Liveta,Female,1994-07-26,Lithuania,Athletics
JASTRAB Megan,Female,2002-01-29,United States of America,Cycling Track
JAT Bhawna,Female,1996-03-01,India,Athletics
JAUBERT Anouck,Female,1994-01-27,France,Sport Climbing
JAUKOVIC Durdina,Female,1997-02-24,Montenegro,Handball
JAYET Maud,Female,1996-04-03,Switzerland,Sailing
JEAN Mulern,Female,1992-09-25,Haiti,Athletics
JEANJEAN Anthony,Male,1998-05-13,France,Cycling BMX Freestyle
JEBITOK Edinah,Female,2001-11-10,Kenya,Athletics
JEFFCOAT Emma,Female,1994-12-02,Australia,Triathlon
JEFIMOVA Eneli,Female,2006-12-27,Estonia,Swimming
JEGOU Liam,Male,1996-01-09,Ireland,Canoe Slalom
JELIC Matea,Female,1997-12-23,Croatia,Taekwondo
JELINEK David,Male,1990-09-07,Czech Republic,Basketball
JELINSKA Martyna,Female,1992-05-05,Poland,Fencing
JENDOUBI Mohamed Khalil,Male,2002-06-01,Tunisia,Taekwondo
JENKINS Tovea,Female,1992-10-27,Jamaica,Athletics
JENNER Kate Elisabeth,Female,1990-05-05,Australia,Hockey
JENNESS Stephen,Male,1990-06-07,New Zealand,Hockey
JENSEN Christopher,Male,1989-07-06,Denmark,Cycling Road
JENSEN Jakob Precht,Male,1998-11-06,Denmark,Sailing
JENSEN Julie Kepp,Female,2000-01-03,Denmark,Swimming
JEON Hee Sook,Female,1984-06-16,Republic of Korea,Fencing
JEON Jihee,Female,1992-10-28,Republic of Korea,Table Tennis
JEONG Hyejeong,Female,1997-01-05,Republic of Korea,Rowing
JEONG Jinhui,Female,1999-03-24,Republic of Korea,Handball
JEONG Jiyun,Female,2001-01-01,Republic of Korea,Volleyball
JEONG Seungwon,Male,1997-02-27,Republic of Korea,Football
JEONG Taewook,Male,1997-05-16,Republic of Korea,Football
JEONG Yeon Sik,Male,1993-05-08,Republic of Korea,Rugby Sevens
JEOUNG Youngsik,Male,1992-01-20,Republic of Korea,Table Tennis
JEPCHIRCHIR Peres,Female,1993-09-27,Kenya,Athletics
JEPKIRUI Pamela,Female,1996-02-08,Kenya,Volleyball
JEPTOOO Susan,Female,1987-03-07,France,Athletics
JERVIS Daniel,Male,1996-06-09,Great Britain,Swimming
JERWOOD Nia,Female,1998-01-17,Australia,Sailing
JESSEN David,Male,1996-12-05,Czech Republic,Artistic Gymnastics
JEVTOVIC Marko,Male,1987-01-05,Serbia,Table Tennis
JEWETT Isaiah,Male,1997-02-06,United States of America,Athletics
JHA Kanak,Male,2000-06-19,United States of America,Table Tennis
JI Xinjie,Male,1997-10-27,People's Republic of China,Swimming
JIA Yi Fan,Female,1997-06-29,People's Republic of China,Badminton
JIANG Ranxin,Female,2000-05-02,People's Republic of China,Shooting
JIANG Yan,Female,1989-01-10,People's Republic of China,Rowing
JIEWCHALOEMMIT Sutiya,Female,1986-05-03,Thailand,Shooting
JIMENEZ Andrea,Female,2001-11-26,Spain,Athletics
JIMENEZ ARROBO Jordy Rafael,Male,1994-02-11,Ecuador,Athletics
JIMENEZ Joana,Female,1993-08-19,Mexico,Artistic Swimming
JIMENEZ Kristine,Female,1995-09-19,Panama,Judo
JIMENEZ VICENTE Lucia,Female,1997-01-08,Spain,Hockey
JIMENEZ Yastin,Female,2000-10-17,Chile,Football
JIN An,Female,1996-03-23,Republic of Korea,Basketball
JIN Jongoh,Male,1979-09-24,Republic of Korea,Shooting
JIN Minsub,Male,1992-09-02,Republic of Korea,Athletics
JIN Ye,Female,1999-10-20,People's Republic of China,Sailing
JIN Yunseong,Male,1995-10-11,Republic of Korea,Weightlifting
JIRKA Jan,Male,1993-10-05,Czech Republic,Athletics
JITPONG Jutamas,Female,1998-02-09,Thailand,Boxing

JOAO Carolina,Female,1997-03-01,Portugal,Sailing
JOBODWANA Anaso,Male,1992-07-30,South Africa,Athletics
JODAR Celia,Female,1988-04-20,Morocco,Canoe Slalom
JODOIN di MARIA Sarah,Female,2000-01-03,Italy,Diving
JOENDAL Magnus,Male,1988-02-07,Norway,Handball
JOERGENSEN Emma Cecilie,Female,1999-07-26,Denmark,Cycling Road
JOGLOVA Marcela,Female,1987-07-28,Czech Republic,Athletics
JOHANNES Helalia,Female,1980-08-13,Namibia,Athletics
JOHANNES Marine,Female,1995-01-21,France,Basketball
JOHANNESEN Torben,Male,1994-09-21,Germany,Rowing
JOHANNESSEN Kristian Krogh,Male,1995-06-03,Norway,Golf
JOHANNESSEN Tobias Halland,Male,1999-08-23,Norway,Cycling Road
JOHANSEN Christina,Female,1992-07-17,Denmark,Rowing
JOHANSEN Julius,Male,1999-09-13,Denmark,Cycling Track
JOHANSEN Vilde Ingeborg,Female,1994-07-25,Norway,Handball
JOHANSSON Henna Katarina,Female,1991-05-01,Sweden,Wrestling
JOHANSSON Victor,Male,1998-09-13,Sweden,Swimming
JOHANSSON Vidar,Male,1996-10-08,Sweden,Athletics
JOHNER Melody,Female,1984-03-07,Switzerland,Equestrian
JOHNSON Ashleigh,Female,1994-09-12,United States of America,Water Polo
JOHNSON Cheswill,Male,1997-09-30,South Africa,Athletics
JOHNSON Delante,Male,1998-08-13,United States of America,Boxing
JOHNSON Keldon,Male,1999-10-11,United States of America,Basketball
JOHNSON Robyn,Female,1990-12-07,South Africa,Hockey
JOHNSON-THOMPSON Katarina,Female,1993-01-09,Great Britain,Athletics
JOHNSTON Clarissa,Female,1990-11-14,South Africa,Artistic Swimming
JOHNSTON Gordon Mackenzi,Male,1993-01-30,Canada,Hockey
JOKOVIC Maro,Male,1987-10-01,Croatia,Water Polo
JOLY Audrey,Female,1998-06-19,Canada,Artistic Swimming
JONAS Jonas,Male,1993-11-24,Namibia,Boxing
JONATHAS Wadeline,Female,1998-02-19,United States of America,Athletics
JONES Harriet,Female,1997-05-27,Great Britain,Swimming
JONES Harry,Male,1989-08-26,Canada,Rugby Sevens
JONES Jade,Female,1993-03-21,Great Britain,Taekwondo
JONES Jonathan,Male,1999-02-06,Barbados,Athletics
JONES JR Jonathan,Male,1989-08-02,Mexico,Baseball/Softball
JONES Luuka,Female,1988-10-18,New Zealand,Canoe Slalom
JONES Megan,Female,1996-10-23,Great Britain,Rugby Sevens
JONES Oshae,Female,1998-01-03,United States of America,Boxing
JONES Sarah Louise,Female,1990-06-25,Great Britain,Hockey
JONES Stephen,Male,1993-04-29,New Zealand,Rowing
JONES Trevor,Male,1997-10-01,Canada,Rowing
JONES William,Male,1995-03-05,Canada,Sailing
JONSSON Cecilia,Female,1990-11-30,Sweden,Sailing
JOPP Tessa,Female,1995-06-18,New Zealand,Hockey
JOPPICH Peter,Male,1982-12-21,Germany,Fencing
JORDAN Praveen,Male,1993-04-26,Indonesia,Badminton
JORDIER Thomas,Male,1994-08-12,France,Athletics
JORGE ENRIQUEZ Fernando Dayan,Male,1998-12-03,Cuba,Canoe Sprint
JORGENSEN Emma Aastrand,Female,1996-01-30,Denmark,Canoe Sprint
JORGIC Darko,Male,1998-07-30,Slovenia,Table Tennis
JOROVIC Ivana,Female,1997-05-03,Serbia,Tennis

JOSE TIMA Ana Lucia,Female,1989-10-10,Dominican Republic,Athletics
JOSEPH Gemima,Female,2001-10-17,France,Athletics
JOSEPH Gulfam,Male,1999-12-17,Pakistan,Shooting
JOSEPH Jason,Male,1998-10-11,Switzerland,Athletics
JOURDENAIS Vincent,Male,1997-04-18,Canada,Canoe Sprint
JOUSTRA Kitty Lynn,Female,1998-01-11,Netherlands,Water Polo
JOVANOSKA Puliksenija,Female,1993-07-11,North Macedonia,Karate
JOVANOVIC Nevena,Female,1990-06-30,Serbia,Basketball
JOYCE Jasmine,Female,1995-10-09,Great Britain,Rugby Sevens
JOZWIK Joanna,Female,1991-01-30,Poland,Athletics
JU Hui,Female,1989-11-04,Republic of Korea,Handball
JU Rui,Female,1993-02-04,People's Republic of China,Rowing
JUANTORENA Osmany,Male,1985-08-12,Italy,Volleyball
JUCINARA,Female,1993-08-03,Brazil,Football
JUDD Jessica,Female,1995-01-07,Great Britain,Athletics
JUETTNER Jasmin,Female,1993-05-22,Germany,Karate
JULIA,Female,1997-10-07,Brazil,Football
JULIUS Ryan Cowen,Male,1995-07-19,South Africa,Hockey
JUN Woongtae,Male,1995-08-01,Republic of Korea,Modern Pentathlon
JUNEAU Cory,Male,1999-06-20,United States of America,Skateboarding
JUNEVIK Sara,Female,2000-02-14,Sweden,Swimming
JUNG Hyunyoung,Female,2005-09-12,Republic of Korea,Swimming
JUNG Ji In,Female,2000-07-18,Republic of Korea,Handball
JUNG Jinhwa,Male,1989-05-25,Republic of Korea,Modern Pentathlon
JUNG Michael,Male,1982-07-31,Germany,Equestrian

JUNGBLUT Tanumafili Malietoa,Male,1990-06-10,American Samoa,Weightlifting
JUNGBLUT Viviane,Female,1996-06-29,Brazil,Swimming
JUNGFLEISCH Marie-Laurence,Female,1990-10-07,Germany,Athletics
JUNGMAN Phillip Russell,Male,1995-06-11,United States of America,Shooting
JUNIOR Aldemir,Male,1992-06-08,Brazil,Athletics
JUNIOR Josh,Male,1989-12-22,New Zealand,Sailing
JUNKER Torben,Male,1993-01-13,Germany,Athletics
JUNNILA Ella,Female,1998-12-06,Finland,Athletics
JURADO LOPEZ Christofer,Male,1995-10-27,Panama,Cycling Road
JURADO LOPEZ Severo,Male,1988-09-09,Spain,Equestrian
JURADO Sebastian,Male,1997-09-28,Mexico,Football
JURAK Darija,Female,1984-04-05,Croatia,Tennis
JURASZEK Pawel,Male,1994-10-08,Poland,Swimming
JURKA Jakub,Male,1999-06-13,Czech Republic,Fencing

JUTANUGARN Ariya,Female,1995-11-23,Thailand,Golf
KAAGMAN Inessa,Female,1996-04-17,Netherlands,Football
KABATSKIY Maxim,Male,1996-12-23,ROC,Shooting
KABBARA Munzer Mark,Male,2002-09-03,LBN,Swimming
KACHUR Yana,Female,1997-01-13,Ukraine,Athletics
KACSER Zita,Female,1988-10-02,Hungary,Athletics
KACZMAREK Lukasz,Male,1994-06-29,Poland,Volleyball
KACZMAREK Natalia,Female,1998-01-17,Poland,Athletics
KADDAH Hassan,Male,2000-05-01,Egypt,Handball
KADDARI Dalia,Female,2001-03-23,Italy,Athletics
KADHI Ahmed,Male,1989-04-19,Tunisia,Volleyball
KADIU Kledi,Male,2003-10-28,Albania,Swimming
KADZIMAHAMEDAU Mahamedkhabib,Male,1994-05-26,Belarus,Wrestling
KAEI Lorine Chebet,Female,1999-10-08,Kenya,Volleyball
KAELLBERG Anton,Male,1997-08-17,Sweden,Table Tennis
KAELLBERG Christina,Female,2000-04-01,Sweden,Table Tennis
KAEWDUANG-NGAM Siripon,Female,1994-07-27,Thailand,Sailing
KAGIALIS Pavlos,Male,1984-07-14,Greece,Sailing
KAHLER Marlene,Female,2001-05-15,Austria,Swimming
KAI Takuya,Male,1992-11-05,Japan,Baseball/Softball
KAISANOV Daniyar,Male,1993-07-18,Kazakhstan,Wrestling
KAJAIA Iakobi,Male,1993-09-28,Georgia,Wrestling
KAJAIA Mihail,Male,1989-07-21,Serbia,Wrestling
KAJIHARA Yumi,Female,1997-04-10,Japan,Cycling Track
KAJIKI Marin,Female,1999-09-20,Japan,Rugby Sevens
KAJZER Kaja,Female,2000-01-31,Slovenia,Judo
KAKA Shiray,Female,1995-03-26,New Zealand,Rugby Sevens
KAKHRAMONOV Fanat,Male,1996-12-23,Uzbekistan,Boxing
KAKON Shay,Female,2002-11-05,Israel,Sailing
KALADZINSKAYA Vanesa,Female,1992-12-27,Belarus,Wrestling
KALANINA Yelyzaveta,Female,1995-02-01,Ukraine,Judo
KALEYN Boryana,Female,2000-08-23,Bulgaria,Rhythmic Gymnastics
KALII Hellen Syombua,Female,1997-08-08,Kenya,Athletics
KALININA Viktoriia,Female,1988-12-08,ROC,Handball
KALISZ Chase,Male,1994-03-07,United States of America,Swimming
KALIUZHNA Viktoriia,Female,1994-07-11,Ukraine,Athletics
KALLIOINEN Eetu,Male,1998-05-23,Finland,Shooting
KALMAR Akos,Male,2000-01-11,Hungary,Swimming
KALMOE Megan,Female,1983-08-21,United States of America,Rowing
KALNINS Kalvis,Male,1991-02-16,Latvia,Karate
KALONJI Alais,Female,1997-12-11,France,Diving
KALU Ezinne,Female,1992-06-26,Nigeria,Basketball
KALULU Pierre,Male,2000-06-05,France,Football
KAMAL Kerem,Male,1999-08-10,Turkey,Wrestling
KAMANGA-DYRBAK Tazana Mikkel,Male,2002-01-12,Denmark,Athletics
KAMBUNDJI Ditaji,Female,2002-05-20,Switzerland,Athletics
KAMBUNDJI Mujinga,Female,1992-06-17,Switzerland,Athletics
KAMENEVA Mariia,Female,1999-05-27,ROC,Swimming
KAMENSKIY Sergey,Male,1987-10-07,ROC,Shooting
KAMETANI Sakura,Female,1987-01-07,Japan,Handball
KAMEYAMA Kohei,Male,1988-12-28,Japan,Artistic Gymnastics

KAMINSKI Mateusz,Male,1991-05-03,Poland,Canoe Sprint
KAMMINGA Arno,Male,1995-10-22,Netherlands,Swimming
KAMPMANN Franziska,Female,1997-06-05,Germany,Rowing
KAMURA Takeshi,Male,1990-02-14,Japan,Badminton
KANAET Toni,Male,1995-09-04,Croatia,Taekwondo
KANAI Taio,Male,1995-09-28,Japan,Athletics
KANAMARU Kosuke,Male,1989-03-08,Japan,Basketball
KANDIC Slaven,Male,1991-04-02,Montenegro,Water Polo
KANDIL Amira,Female,2003-02-21,Egypt,Modern Pentathlon
KANEKO Hiromi,Female,1980-09-09,Japan,Cycling Road
KANG Baekho,Male,1999-07-29,Republic of Korea,Baseball/Softball
KANG Chaeyoung,Female,1996-06-08,Republic of Korea,Archery
KANG Danielle,Female,1992-10-20,United States of America,Golf
KANG Eunhye,Female,1996-04-17,Republic of Korea,Handball
KANG Kyungmin,Female,1996-11-08,Republic of Korea,Handball
KANG Leeseul,Female,1994-04-05,Republic of Korea,Basketball
KANG Minho,Male,1985-08-18,Republic of Korea,Baseball/Softball
KANG Yeounhee,Female,1992-10-15,Republic of Korea,Weightlifting
KANG Yoonseong,Male,1997-07-01,Republic of Korea,Football
KANG Young Mi,Female,1985-03-01,Republic of Korea,Fencing
KANG Yujeong,Female,1996-08-02,Republic of Korea,Judo
KANGERT Tanel,Male,1987-03-11,Estonia,Cycling Road
KANO Koki,Male,1997-12-19,Japan,Fencing
KANO Ryota,Male,1992-05-10,Japan,Rugby Sevens
KANTOR Piotr,Male,1992-05-03,Poland,Beach Volleyball
KAO Chan-Hung,Male,1993-10-03,Chinese Taipei,Weightlifting
KAPAS Boglarka,Female,1993-04-22,Hungary,Swimming
KAPLINA Iuliia,Female,1993-05-11,ROC,Sport Climbing
KAPOTSIS Marios,Male,1991-09-13,Greece,Water Polo
KAPS Jessie,Female,1998-02-17,Belgium,Shooting
KAPUTIN Rellie,Female,1993-03-12,Papua New Guinea,Athletics
KARABATIC Luka,Male,1988-04-19,France,Handball
KARABATIC Nikola,Male,1984-04-11,France,Handball
KARACHALIOU Vasileia,Female,1996-10-19,Greece,Sailing
KARADENIZ Suleyman,Male,1995-07-12,Turkey,Wrestling
KARAKAS Hedvig,Female,1990-02-21,Hungary,Judo
KARAKOUSKAYA Nastassia,Female,1996-08-01,Belarus,Swimming
KARAKURT Ebrar,Female,2000-01-17,Turkey,Volleyball
KARALIENE Donata,Female,1989-06-11,Lithuania,Rowing
KARALIOK Yauheni,Male,1996-06-09,Belarus,Cycling Track
KARALIS Emmanouil,Male,1999-10-20,Greece,Athletics
KARAMESIOU Pinelopi,Female,2003-01-16,Greece,Artistic Swimming
KARAMETE Irem,Female,1993-06-20,Turkey,Fencing
KARAMOSLI Elyes,Male,1989-08-22,Tunisia,Volleyball
KARAMZADEH Fatemeh,Female,1998-11-26,Islamic Republic of Iran,Shooting
KARAPETIAN Ferdinand,Male,1992-12-19,Armenia,Judo
KARAPETYAN Elmira,Female,1994-05-18,Armenia,Shooting
KARASZ Anna,Female,1991-09-20,Hungary,Canoe Sprint
KARATSEV Aslan,Male,1993-09-04,ROC,Tennis
KARDASZ Klaudia,Female,1996-05-02,Poland,Athletics
KARIMI Milad,Male,1999-06-21,Kazakhstan,Artistic Gymnastics
KARIMISOUCHELMAEI Javad,Male,1998-03-01,Islamic Republic of Iran,Volleyball
KARIMOVA Elvina,Female,1994-03-25,ROC,Water Polo
KARIMOVA Yulia,Female,1994-04-22,ROC,Shooting
KARLSSON Kristian,Male,1991-08-06,Sweden,Table Tennis
KARLSSON Lovisa,Female,1995-05-24,Sweden,Sailing
KARLSSON Mathilda,Female,1984-09-27,Sri Lanka,Equestrian
KARLSTROM Perseus,Male,1990-05-02,Sweden,Athletics
KARMA,Female,1990-06-06,Bhutan,Archery
KARNAUKH Anna,Female,1993-08-31,ROC,Water Polo
KARPENKOV Ilia,Male,1997-02-17,ROC,3x3 Basketball
KARSCH Monika,Female,1982-12-22,Germany,Shooting
KARSTOFT Ida,Female,1995-10-29,Denmark,Athletics
KARTSEV Aleksandr,Male,2001-12-31,ROC,Artistic Gymnastics
KARUNARATNE Niluka,Male,1985-02-13,Sri Lanka,Badminton
KARWACKA Marlena,Female,1997-02-20,Poland,Cycling Track
KASAHARA Kenya,Male,1988-05-15,Japan,Handball
KASAYA Leonida,Female,1993-10-10,Kenya,Volleyball
KASSOMA Albertina,Female,1996-06-12,Angola,Handball
KASTENING Timo,Male,1995-06-25,Germany,Handball
KASZA Robert,Male,1986-04-05,Hungary,Modern Pentathlon
KATAI Donata,Female,2004-05-07,Zimbabwe,Swimming
KATARIYA Vandana,Female,1992-04-15,India,Hockey
KATERINKA CZAKOVA Maria,Female,1988-10-02,Slovakia,Athletics
KATIR Mohamed,Male,1998-02-17,Spain,Athletics
KATKAVETS Aliaksei,Male,1998-06-07,Belarus,Athletics
KATOATAU Ruben,Male,1997-02-09,Kiribati,Weightlifting
KATOKA Naomie,Female,1999-08-10,Democratic Republic of the Congo,Taekwondo
KATONA Renata,Female,1994-11-17,Hungary,Fencing
KATONGO Evarine,Female,2002-12-29,Zambia,Football
KATSUKI Hayato,Male,1990-11-28,Japan,Athletics
KATZ Alex,Male,1994-10-12,Israel,Baseball/Softball
KATZ Nathan,Male,1995-01-17,Australia,Judo
KAUFHOLD Casey,Female,2004-03-06,United States of America,Archery
KAUFMANN Paul-Philipp,Male,1996-06-21,Germany,Hockey
KAUL Niklas,Male,1998-02-11,Germany,Athletics
KAUR Gurjit,Female,1995-10-25,India,Hockey
KAUR Kamalpreet,Female,1996-03-04,India,Athletics
KAUR Navjot,Female,1995-03-07,India,Hockey
KAUR Navneet,Female,1996-01-26,India,Hockey
KAUSHIK Manish,Male,1996-03-05,India,Boxing
KAUZER Peter,Male,1983-09-08,Slovenia,Canoe Slalom
KAWABATA Hitomi,Female,1996-05-01,Japan,Baseball/Softball
KAWABATA Kaito,Male,1998-08-17,Japan,Athletics
KAWAGUCHI Kako,Female,1999-07-14,Japan,Water Polo
KAWAI Mike,Male,1998-06-18,Japan,Equestrian
KAWAI Risako,Female,1994-11-21,Japan,Wrestling
KAWAI Yukako,Female,1997-08-27,Japan,Wrestling
KAWAMOTO Takeshi,Male,1995-02-19,Japan,Swimming
KAWANO Masatora,Male,1998-10-23,Japan,Athletics
KAWATA Yuki,Male,1997-06-16,Japan,Archery
KAWAZOE Kaori,Female,1995-09-30,Japan,Athletics
KAWECKI Radoslaw,Male,1991-08-16,Poland,Swimming
KAY Emily,Female,1995-09-07,Ireland,Cycling Track
KAY Nic,Male,1992-08-03,Australia,Basketball
KAY Pat,Male,1993-09-19,Canada,Rugby Sevens
KAYA Kazuma,Male,1996-11-19,Japan,Artistic Gymnastics
KAYAALP Riza,Male,1989-10-10,Turkey,Wrestling
KAYNAKCI Beste,Female,1994-04-30,Turkey,Sailing
KAYNAR Alican,Male,1988-10-30,Turkey,Sailing
KAZAKLI Onat,Male,1993-05-09,Turkey,Rowing
KAZE Odrina,Female,2000-08-11,Burundi,Swimming
KAZEMI Arsalan,Male,1990-04-22,Islamic Republic of Iran,Basketball
KAZEMI Saber,Male,1998-12-24,Islamic Republic of Iran,Volleyball
KAZLOUSKAYA Karyna,Female,2000-07-18,Belarus,Archery
KAZMIR Scott,Male,1984-01-24,United States of America,Baseball/Softball
KAZMIREK Kai,Male,1991-01-28,Germany,Athletics
KEANE Patrick,Male,1997-07-19,Canada,Rowing
KEARNS Matilda,Female,2000-10-02,Australia,Water Polo
KECMANOVIC Miomir,Male,1999-08-31,Serbia,Tennis

KEENAN Nicolas Santiago,Male,1997-05-06,Argentina,Hockey
KEENAN Simon,Male,1992-10-08,Australia,Rowing
KEETELS Marloes Johanna Maria,Female,1993-05-04,Netherlands,Hockey
KEHR Gabriel,Male,1996-09-03,Chile,Athletics
KEIJSER Marieke,Female,1997-01-21,Netherlands,Rowing
KEITA Kader,Male,2000-11-06,Côte d'Ivoire,Football
KEIZER Sanne,Female,1985-02-06,Netherlands,Beach Volleyball
KEJELCHA Yomif,Male,1997-08-01,Ethiopia,Athletics
KEJETA Melat Yisak,Female,1992-09-27,Germany,Athletics
KELAPANDA Ganapathy,Male,1995-11-18,India,Sailing
KELDERMAN Wilco,Male,1991-03-25,Netherlands,Cycling Road
KELDIYOROVA Diyora,Female,1998-07-13,Uzbekistan,Judo
KELES Ismail,Male,1988-03-05,Turkey,Shooting
KELETELA Dorian,Male,1999-02-06,EOR,Athletics
KELLNEROVA Anna,Female,1996-11-26,Czech Republic,Equestrian
KELLOCK Lindsay,Female,1990-04-22,Canada,Equestrian
KELLOND-KNIGHT Elise,Female,1990-08-10,Australia,Football
KELLY Jack,Male,1997-10-26,Ireland,Rugby Sevens
KELLY Madeleine,Female,1995-12-28,Canada,Athletics
KELLY Ty,Male,1988-07-20,Israel,Baseball/Softball
KELMELIS Armandas,Male,1998-03-22,Lithuania,Rowing
KELMENDI Majlinda,Female,1991-05-09,Kosovo,Judo
KELTER Alev,Female,1991-03-21,United States of America,Rugby Sevens
KELZI Ayman,Male,1993-01-07,Syrian Arab Republic,Swimming
KEMPERMAN Robbert,Male,1990-06-24,Netherlands,Hockey
KENDERESI Tamas,Male,1996-12-13,Hungary,Swimming
KENDZIERA David,Male,1994-09-09,United States of America,Athletics
KENESHBEKOV Nursultan,Male,2000-03-25,Kyrgyzstan,Athletics
KENNEDY Alanna,Female,1995-01-21,Australia,Football
KENNEDY Nina,Female,1997-04-05,Australia,Athletics
KENNEDY Terry,Male,1996-07-04,Ireland,Rugby Sevens
KENNY Darragh,Male,1988-01-24,Ireland,Equestrian
KENNY David,Male,1999-01-10,Ireland,Athletics
KENNY Jason,Male,1988-03-23,Great Britain,Cycling Track
KENNY Laura,Female,1992-04-24,Great Britain,Cycling Track
KENOSI Keamogetse Sadie,Female,1997-01-17,Botswana,Boxing
KENTCHADZE Avtandil,Male,1995-12-22,Georgia,Wrestling
KEOGH Aifric,Female,1992-07-09,Ireland,Rowing
KERBY Jordan,Male,1992-08-15,New Zealand,Cycling Track
KEREVI Samu,Male,1993-09-27,Australia,Rugby Sevens
KERGOZOU de la BOESSIERE Nicholas,Male,1996-04-29,New Zealand,Cycling Track
KERLEY Fred,Male,1995-05-07,United States of America,Athletics
KERR Deborah,Female,1997-11-17,Great Britain,Canoe Sprint
KERR Hamish,Male,1996-08-17,New Zealand,Athletics
KERR Josh,Male,1997-10-08,Great Britain,Athletics
KERR Sam,Female,1993-09-10,Australia,Football
KERSCHBAUMER Gerhard,Male,1991-07-19,Italy,Cycling Mountain Bike
KERSHAW Stephanie Anna,Female,1995-04-19,Australia,Hockey
KERSTEN Dieter,Male,1996-10-25,Belgium,Athletics
KESAR Viktoriya,Female,1993-08-11,Ukraine,Diving
KESELY Ajna,Female,2001-09-10,Hungary,Swimming
KESKINEN Akseli,Male,1999-07-21,Finland,Sailing
KESSIE Franck,Male,1996-12-19,Côte d'Ivoire,Football
KESSLER Markus,Male,1992-05-18,Switzerland,Rowing
KESYL Denys,Male,2000-10-26,Ukraine,Swimming
KESZTHELYI Rita,Female,1991-12-10,Hungary,Water Polo
KETEMA Lemawork,Male,1985-10-22,Austria,Athletics
KETER Benard,Male,1992-05-25,United States of America,Athletics
KEUNING Maartje,Female,1998-04-26,Netherlands,Water Polo
KHACHANOV Karen,Male,1996-05-21,ROC,Tennis
KHADAMBI Brackcides,Female,1984-05-14,Kenya,Beach Volleyball

KHAKIMOVA Malika,Female,1996-01-24,Uzbekistan,Fencing
KHALADOVICH Tatsiana,Female,1991-06-21,Belarus,Athletics
KHALAFALLA Ali,Male,1996-05-13,Egypt,Swimming
KHALIL Safwan,Male,1986-05-15,Australia,Taekwondo
KHALMURATOV Muradjan,Male,1982-06-11,Uzbekistan,Cycling Road
KHAMIDOVA Baizat,Female,1990-08-31,ROC,Rugby Sevens
KHAMMO Yakiv,Male,1994-06-11,Ukraine,Judo
KHAMZA Didar,Male,1997-02-15,Kazakhstan,Judo
KHAN Bisma,Female,2002-04-21,Pakistan,Swimming
KHAN Mairaj Ahmad,Male,1975-11-02,India,Shooting
KHANDOSHKA Vasilina,Female,2001-08-16,Belarus,Artistic Swimming
KHARABADZE Giorgi,Male,1997-05-11,Georgia,Boxing
KHARLAN Olga,Female,1990-09-04,Ukraine,Fencing
KHARTSYZ Yaroslav,Male,1997-05-07,Ukraine,Boxing
KHASANOVA Elvira,Female,2000-01-10,ROC,Athletics
KHATAEV Imam,Male,1994-08-31,ROC,Boxing
KHATALA Neheng,Female,1992-07-02,Lesotho,Athletics
KHATTALI Ghailene,Male,2000-06-17,Tunisia,Canoe Sprint
KHATUNTSEVA Gulnaz,Female,1994-04-21,ROC,Cycling Track
KHEDMATI Najmeh,Female,1996-06-09,Islamic Republic of Iran,Shooting
KHELIF Imane,Female,1999-05-02,Algeria,Boxing
KHELIFI Ghofran,Female,1998-07-09,Tunisia,Judo
